Packet Number (n), App Timestamp (us),Sensor Timestamp (us),1 (uV),2 (uV),3 (uV),4 (uV),5 (uV),6 (uV),7 (uV),8 (uV),9 (uV),10 (uV),11 (uV),12 (uV),13 (uV),14 (uV),15 (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,1303,-2,435,1252,1747,-247817,,,,,,,,,,,,8,,,,,
,-1202,-9,1836,5318,8094,86383,,,,,,,,,,,,,,,,,
,-22,-1,455,1466,2129,317127,,,,,,,,,,,,-3,,,,,
,-358,10,-3,-105,544,219968,,,,,,,,,,,,8,,,,,
,1847,-10,-501,-1283,-1739,65056,,,,,,,,,,,,13,,,,,
,-1379,11,-1805,-5256,-8884,-61918,,,,,,,,,,,,,,,,,
,-348,-10,-411,-1316,-2689,-135063,,,,,,,,,,,,-13,,,,,
,615,-14,37,91,-5,-109154,,,,,,,,,,,,-7,,,,,
,770,14,430,1140,2670,-190380,,,,,,,,,,,,-3,,,,,
,-1276,-34,1759,5192,8781,-120159,,,,,,,,,,,,7,,,,,
,653,1,430,1410,1804,148121,,,,,,,,,,,,-1,,,,,
,-747,13,36,51,-395,290370,,,,,,,,,,,,6,,,,,
,2102,-11,-418,-1191,-2138,306740,,,,,,,,,,,,14,,,,,
,-2129,-1,-1810,-5332,-7976,-1752,,,,,,,,,,,,-16,,,,,
,115,1,-483,-1427,-1933,-336678,,,,,,,,,,,,-3,,,,,
,157,-21,-16,24,-310,-281528,,,,,,,,,,,,1,,,,,
,543,23,478,1285,1668,-127019,,,,,,,,,,,,5,,,,,
,-691,-19,1841,5109,8017,116051,,,,,,,,,,,,2,,,,,
,403,-14,435,1895,3837,224348,,,,,,,,,,,,-6,,,,,
,-291,11,-35,-587,-665,107822,,,,,,,,,,,,8,,,,,
,-194,-10,-468,-1135,-2191,116367,,,,,,,,,,,,-7,,,,,
,399,11,-1768,-5130,-8841,54439,,,,,,,,,,,,-4,,,,,
,74,-13,-413,-1304,-2357,-92875,,,,,,,,,,,,-6,,,,,
,-321,,-20,-99,502,-199203,,,,,,,,,,,,-2,,,,,
,-151,2,405,1169,2485,-324321,,,,,,,,,,,,7,,,,,
,-59,-24,1779,5247,8148,-63881,,,,,,,,,,,,-4,,,,,
,172,24,481,1462,1733,268636,,,,,,,,,,,,-3,,,,,
,1883,-21,52,115,-91,335069,,,,,,,,,,,,13,,,,,
,-2297,-7,-471,-1360,-1582,222411,,,,,,,,,,,,4,,,,,
,651,7,-1844,-5332,-8110,-135443,,,,,,,,,,,,-5,,,,,
,-248,-10,-455,-1321,-2495,-280988,,,,,,,,,,,,1,,,,,
,365,-1,18,24,-457,-158460,,,,,,,,,,,,5,,,,,
,25,-15,503,1320,1954,-84123,,,,,,,,,,,,-4,,,,,
,-200,16,1789,5183,8979,39783,,,,,,,,,,,,-5,,,,,
,-545,,412,1312,2584,83210,,,,,,,,,,,,-4,,,,,
,188,1,-30,22,-265,140210,,,,,,,,,,,,-1,,,,,
,-211,-2,-427,-1233,-2495,254216,,,,,,,,,,,,1,,,,,
,324,-30,-1746,-5155,-8661,102917,,,,,,,,,,,,-4,,,,,
,-64,11,-451,-1435,-1767,-171358,,,,,,,,,,,,6,,,,,
,29,,-56,-90,392,-340955,,,,,,,,,,,,13,,,,,
,-118,-11,453,1269,1853,-283970,,,,,,,,,,,,-5,,,,,
,433,10,1816,5267,8012,60801,,,,,,,,,,,,-16,,,,,
,16,-10,478,1485,2020,317773,,,,,,,,,,,,3,,,,,
,-560,8,-9,-268,95,245205,,,,,,,,,,,,10,,,,,
,-124,-19,-483,-699,-449,98168,,,,,,,,,,,,-1,,,,,
,691,,-1815,-5828,-9916,-96408,,,,,,,,,,,,-6,,,,,
,-619,-13,-425,-1175,-2336,-161878,,,,,,,,,,,,9,,,,,
,3262,23,36,110,-139,-108507,,,,,,,,,,,,5,,,,,
,-2383,,457,1144,2533,-154243,,,,,,,,,,,,1,,,,,
,-623,-30,1763,5121,8850,-108990,,,,,,,,,,,,-10,,,,,
,-86,-8,422,1569,2201,119026,,,,,,,,,,,,-10,,,,,
,246,28,11,-105,-705,266528,,,,,,,,,,,,4,,,,,
,372,-3,-416,-1083,-2169,307607,,,,,,,,,,,,5,,,,,
,-627,-15,-1781,-5301,-8050,40549,,,,,,,,,,,,-1,,,,,
,59,-1,-494,-1472,-1785,-318176,,,,,,,,,,,,-11,,,,,
,80,-10,-39,-5,-261,-318110,,,,,,,,,,,,-2,,,,,
,-84,10,498,1262,1682,-155575,,,,,,,,,,,,11,,,,,
,28,-32,1824,5350,8284,121760,,,,,,,,,,,,-6,,,,,
,-55,32,445,1329,2567,258393,,,,,,,,,,,,4,,,,,
,-307,-44,-36,-94,468,111995,,,,,,,,,,,,2,,,,,
,79,3,-469,-1210,-2229,99519,,,,,,,,,,,,-7,,,,,
,83,-2,-1768,-5225,-8941,33061,,,,,,,,,,,,16,,,,,
,263,-2,-418,-1268,-2442,-96495,,,,,,,,,,,,-21,,,,,
,-457,-12,-19,-65,382,-164440,,,,,,,,,,,,1,,,,,
,274,13,419,1144,2583,-299443,,,,,,,,,,,,17,,,,,
,332,-11,1787,5258,8289,-90627,,,,,,,,,,,,2,,,,,
,1282,-4,471,1396,1720,243750,,,,,,,,,,,,-10,,,,,
,-1234,14,38,129,-226,328904,,,,,,,,,,,,,,,,,
,83,-10,-441,-1337,-1736,257426,,,,,,,,,,,,5,,,,,
,-561,-3,-1835,-5432,-8172,-124172,,,,,,,,,,,,12,,,,,
,2120,-18,-480,-878,-1473,-290393,,,,,,,,,,,,-13,,,,,
,-1924,18,21,-542,-1517,-191648,,,,,,,,,,,,-11,,,,,
,552,-18,493,1518,2211,-95087,,,,,,,,,,,,,,,,,
,-459,-1,1790,5219,8865,71449,,,,,,,,,,,,13,,,,,
,1536,1,412,1319,2699,108105,,,,,,,,,,,,-4,,,,,
,-1449,-13,-13,13,-157,110440,,,,,,,,,,,,3,,,,,
,-63,3,-430,-1259,-2542,226395,,,,,,,,,,,,-11,,,,,
,402,,-1770,-5112,-8724,99167,,,,,,,,,,,,8,,,,,
,1560,-22,-447,-1419,-1910,-137866,,,,,,,,,,,,3,,,,,
,-2192,2,-52,-125,506,-313983,,,,,,,,,,,,2,,,,,
,1434,16,454,1249,1993,-311430,,,,,,,,,,,,3,,,,,
,-931,-28,1817,5274,8064,35640,,,,,,,,,,,,-5,,,,,
,-315,3,470,1495,1897,312960,,,,,,,,,,,,-12,,,,,
,-107,-2,8,-22,336,291540,,,,,,,,,,,,4,,,,,
,54,10,-480,-1363,-1543,106973,,,,,,,,,,,,14,,,,,
,622,-10,-1818,-5213,-8561,-123308,,,,,,,,,,,,-5,,,,,
,-514,10,-434,-1394,-2724,-183282,,,,,,,,,,,,4,,,,,
,179,-10,49,129,-266,-115203,,,,,,,,,,,,-14,,,,,
,-787,-2,448,1203,2403,-122536,,,,,,,,,,,,2,,,,,
,231,2,1772,5137,9010,-76198,,,,,,,,,,,,9,,,,,
,181,-20,407,1433,2088,88331,,,,,,,,,,,,-5,,,,,
,-482,1,16,,-427,239471,,,,,,,,,,,,1,,,,,
,406,,-419,-1169,-2383,302323,,,,,,,,,,,,7,,,,,
,20,6,-1779,-5256,-8194,68163,,,,,,,,,,,,-14,,,,,
,-68,-4,-465,-1715,-2118,-293821,,,,,,,,,,,,-1,,,,,
,-15,-5,-46,633,1100,-338643,,,,,,,,,,,,6,,,,,
,-307,-17,472,702,661,-167020,,,,,,,,,,,,-6,,,,,
,703,2,1825,5472,8411,101200,,,,,,,,,,,,8,,,,,
,-254,14,445,1402,2462,287881,,,,,,,,,,,,13,,,,,
,106,1,-10,-109,556,143206,,,,,,,,,,,,-9,,,,,
,-362,-24,-490,-1235,-2095,74063,,,,,,,,,,,,3,,,,,
,238,-1,-1784,-5240,-8921,2023,,,,,,,,,,,,-2,,,,,
,-103,,-413,-1278,-2578,-104289,,,,,,,,,,,,,,,,,
,-96,-23,2,-9,209,-135624,,,,,,,,,,,,-2,,,,,
,152,23,434,1145,2724,-268656,,,,,,,,,,,,4,,,,,
,97,8,1777,5232,8455,-114197,,,,,,,,,,,,-2,,,,,
,4406,-43,451,1415,1741,213136,,,,,,,,,,,,6,,,,,
,-3499,-4,30,99,-346,320288,,,,,,,,,,,,-4,,,,,
,-415,4,-447,-1255,-1821,285772,,,,,,,,,,,,-4,,,,,
,-560,3,-1816,-5362,-7924,-74248,,,,,,,,,,,,-6,,,,,
,-646,-14,-479,-1355,-2225,-333751,,,,,,,,,,,,4,,,,,
,1431,11,19,1,-450,-216287,,,,,,,,,,,,2,,,,,
,-1278,-10,500,1345,1746,-97399,,,,,,,,,,,,-1,,,,,
,574,13,1803,5234,8709,102395,,,,,,,,,,,,-6,,,,,
,-307,-1,406,1253,2746,145897,,,,,,,,,,,,14,,,,,
,340,-15,-36,14,17,89843,,,,,,,,,,,,4,,,,,
,-254,-20,-449,-1216,-2470,195719,,,,,,,,,,,,-6,,,,,
,333,4,-1763,-5161,-8836,89245,,,,,,,,,,,,-2,,,,,
,625,-14,-414,-1375,-2092,-112895,,,,,,,,,,,,-4,,,,,
,-586,17,-29,-127,583,-277114,,,,,,,,,,,,,,,,,
,-171,-20,417,1017,1710,-342692,,,,,,,,,,,,-1,,,,,
,679,16,1781,5915,9343,18670,,,,,,,,,,,,-6,,,,,
,-709,-11,502,829,577,304506,,,,,,,,,,,,7,,,,,
,47,13,19,232,527,307757,,,,,,,,,,,,3,,,,,
,-122,-15,-486,-1355,-1435,145445,,,,,,,,,,,,-3,,,,,
,400,2,-1816,-5238,-8384,-140171,,,,,,,,,,,,-5,,,,,
,510,1,-435,-1390,-2723,-216918,,,,,,,,,,,,2,,,,,
,-1029,-24,36,109,-357,-126407,,,,,,,,,,,,5,,,,,
,-364,4,455,1281,2272,-97652,,,,,,,,,,,,-3,,,,,
,93,14,1779,5089,9054,-35732,,,,,,,,,,,,-1,,,,,
,-100,-17,407,1399,2247,71956,,,,,,,,,,,,3,,,,,
,173,17,11,-13,-443,202650,,,,,,,,,,,,-6,,,,,
,1686,-1,-410,-1139,-2363,289371,,,,,,,,,,,,3,,,,,
,-1139,-32,-1787,-5223,-8387,92556,,,,,,,,,,,,5,,,,,
,334,12,-465,-1490,-1654,-247979,,,,,,,,,,,,2,,,,,
,-698,-1,-38,-10,81,-355073,,,,,,,,,,,,-4,,,,,
,16,-1,462,1238,1696,-215492,,,,,,,,,,,,7,,,,,
,293,1,1833,5320,8120,98625,,,,,,,,,,,,-3,,,,,
,-180,-10,455,1442,2278,308621,,,,,,,,,,,,1,,,,,
,-101,20,-25,-124,586,185423,,,,,,,,,,,,-1,,,,,
,-337,-15,-486,-1254,-1942,61837,,,,,,,,,,,,-9,,,,,
,53,,-1798,-5231,-8891,-33514,,,,,,,,,,,,,,,,,
,1342,-21,-410,-1296,-2645,-117871,,,,,,,,,,,,-3,,,,,
,-1185,2,27,46,98,-116559,,,,,,,,,,,,5,,,,,
,679,,434,1110,2665,-226947,,,,,,,,,,,,,,,,,
,293,7,1769,5184,8616,-124464,,,,,,,,,,,,2,,,,,
,-139,-6,449,1319,1573,165474,,,,,,,,,,,,4,,,,,
,57,1,21,578,578,329052,,,,,,,,,,,,,,,,,
,1232,-3,-431,-1783,-3084,298097,,,,,,,,,,,,-3,,,,,
,-1051,,-1803,-5163,-7561,-36509,,,,,,,,,,,,8,,,,,
,-697,-33,-479,-1407,-2073,-343613,,,,,,,,,,,,1,,,,,
,20,33,-24,13,-396,-254914,,,,,,,,,,,,-12,,,,,
,-472,-1,492,1333,1731,-113308,,,,,,,,,,,,1,,,,,
,834,-25,1817,5284,8531,116774,,,,,,,,,,,,-7,,,,,
,-598,-18,429,1274,2741,187829,,,,,,,,,,,,7,,,,,
,-36,2,-37,-26,203,83811,,,,,,,,,,,,-8,,,,,
,-221,,-456,-1252,-2464,159136,,,,,,,,,,,,4,,,,,
,579,-11,-1761,-5153,-8883,73624,,,,,,,,,,,,8,,,,,
,-441,24,-405,-1326,-2224,-99891,,,,,,,,,,,,,,,,,
,-172,-31,-16,-100,590,-235713,,,,,,,,,,,,2,,,,,
,64,18,406,1217,2309,-333413,,,,,,,,,,,,-5,,,,,
,186,-22,1772,5251,8119,-32275,,,,,,,,,,,,-4,,,,,
,2262,3,480,1446,1758,285774,,,,,,,,,,,,,,,,,
,-2230,-12,41,80,41,328780,,,,,,,,,,,,-1,,,,,
,475,12,-479,-1366,-1507,189463,,,,,,,,,,,,6,,,,,
,-476,,-1832,-5284,-8290,-143390,,,,,,,,,,,,-8,,,,,
,362,1,-452,-1367,-2641,-253249,,,,,,,,,,,,8,,,,,
,250,-4,25,64,-377,-143645,,,,,,,,,,,,-1,,,,,
,21,3,483,1309,2110,-88148,,,,,,,,,,,,,,,,,
,-184,-3,1784,5117,9020,4387,,,,,,,,,,,,,,,,,
,-51,-9,414,1375,2452,70125,,,,,,,,,,,,2,,,,,
,119,,-11,-223,-806,157298,,,,,,,,,,,,-5,,,,,
,-20,-19,-420,-507,-1164,287646,,,,,,,,,,,,2,,,,,
,1290,2,-1758,-5832,-9749,106180,,,,,,,,,,,,8,,,,,
,-2205,-13,-458,-1320,-1395,-214281,,,,,,,,,,,,-13,,,,,
,705,8,-50,2,345,-353420,,,,,,,,,,,,-2,,,,,
,513,-8,445,1254,1730,-252795,,,,,,,,,,,,11,,,,,
,6745,13,1841,5319,8099,81918,,,,,,,,,,,,5,,,,,
,-3794,-13,475,1463,2093,319595,,,,,,,,,,,,-17,,,,,
,-3866,,-28,-125,570,226934,,,,,,,,,,,,8,,,,,
,706,-23,-502,-1311,-1758,63674,,,,,,,,,,,,6,,,,,
,19,23,-1797,-5221,-8817,-69543,,,,,,,,,,,,-2,,,,,
,-544,-11,-405,-1302,-2678,-136384,,,,,,,,,,,,-6,,,,,
,-111,-8,27,78,-89,-106922,,,,,,,,,,,,12,,,,,
,296,-3,444,1143,2644,-185130,,,,,,,,,,,,-4,,,,,
,-146,4,1753,5168,8788,-122615,,,,,,,,,,,,-5,,,,,
,284,,438,1434,1865,139851,,,,,,,,,,,,-17,,,,,
,11,-14,41,67,-421,288242,,,,,,,,,,,,,,,,,
,-643,-13,-432,-1205,-2166,309967,,,,,,,,,,,,11,,,,,
,524,13,-1807,-5342,-7955,7470,,,,,,,,,,,,8,,,,,
,-5,-17,-476,-1420,-1914,-334900,,,,,,,,,,,,-1,,,,,
,-326,17,-10,22,-340,-290342,,,,,,,,,,,,5,,,,,
,761,-16,474,1300,1721,-134767,,,,,,,,,,,,-10,,,,,
,-898,2,1829,5300,8348,120052,,,,,,,,,,,,-2,,,,,
,275,-13,434,1320,2689,226122,,,,,,,,,,,,4,,,,,
,12,-1,-44,-73,366,92805,,,,,,,,,,,,-2,,,,,
,180,1,-485,-1253,-2412,124135,,,,,,,,,,,,-1,,,,,
,-599,-21,-1737,-5340,-9178,39616,,,,,,,,,,,,7,,,,,
,1152,-2,-410,-724,-1320,-71358,,,,,,,,,,,,-10,,,,,
,-1223,2,-2,-674,-621,-195726,,,,,,,,,,,,8,,,,,
,1054,-13,412,1341,2845,-328981,,,,,,,,,,,,-3,,,,,
,-1267,,1773,5265,8193,-69886,,,,,,,,,,,,8,,,,,
,829,13,467,1450,1762,263337,,,,,,,,,,,,-10,,,,,
,-724,,22,111,-114,334879,,,,,,,,,,,,2,,,,,
,656,-13,-470,-1374,-1605,229675,,,,,,,,,,,,11,,,,,
,-495,13,-1830,-5307,-8075,-130995,,,,,,,,,,,,,,,,,
,573,-35,-447,-1357,-2526,-289812,,,,,,,,,,,,-8,,,,,
,-201,26,27,32,-480,-166408,,,,,,,,,,,,2,,,,,
,-382,-21,489,1365,2006,-82376,,,,,,,,,,,,-1,,,,,
,277,-5,1789,5149,8942,46131,,,,,,,,,,,,-10,,,,,
,2414,,408,1332,2604,84497,,,,,,,,,,,,12,,,,,
,-1968,8,-20,15,-279,133798,,,,,,,,,,,,3,,,,,
,-150,-5,-432,-1250,-2522,249645,,,,,,,,,,,,2,,,,,
,-36,-11,-1748,-5136,-8666,105045,,,,,,,,,,,,-4,,,,,
,281,,-448,-1434,-1780,-165634,,,,,,,,,,,,-7,,,,,
,-502,8,-40,-78,436,-339150,,,,,,,,,,,,2,,,,,
,-222,-8,429,1240,1886,-289333,,,,,,,,,,,,-2,,,,,
,415,,1834,5296,8031,56894,,,,,,,,,,,,8,,,,,
,-9,-19,472,1519,2003,318548,,,,,,,,,,,,-2,,,,,
,-412,,-13,-110,404,265998,,,,,,,,,,,,1,,,,,
,404,-3,-493,-1345,-1600,82391,,,,,,,,,,,,2,,,,,
,572,22,-1806,-5220,-8709,-104341,,,,,,,,,,,,-20,,,,,
,-1186,-22,-412,-1534,-3071,-167627,,,,,,,,,,,,2,,,,,
,720,4,25,694,921,-107179,,,,,,,,,,,,13,,,,,
,-725,-13,451,657,1537,-129402,,,,,,,,,,,,-1,,,,,
,299,-22,1765,5233,9123,-115006,,,,,,,,,,,,-1,,,,,
,4399,4,435,1430,2020,103729,,,,,,,,,,,,5,,,,,
,-3814,18,8,44,-400,261138,,,,,,,,,,,,-2,,,,,
,-267,-30,-420,-1145,-2279,310939,,,,,,,,,,,,3,,,,,
,-450,12,-1786,-5300,-8095,46875,,,,,,,,,,,,,,,,,
,-13,1,-488,-1473,-1781,-313762,,,,,,,,,,,,-2,,,,,
,244,-2,-18,33,-172,-323448,,,,,,,,,,,,2,,,,,
,-78,-13,482,1257,1631,-160065,,,,,,,,,,,,7,,,,,
,560,2,1824,5360,8287,119381,,,,,,,,,,,,-13,,,,,
,-625,8,431,1329,2548,263198,,,,,,,,,,,,-8,,,,,
,2017,-25,-38,-103,491,115658,,,,,,,,,,,,9,,,,,
,-1916,17,-468,-1240,-2241,92895,,,,,,,,,,,,6,,,,,
,68,-20,-1777,-5230,-8951,26857,,,,,,,,,,,,-14,,,,,
,-218,6,-390,-1254,-2472,-96074,,,,,,,,,,,,6,,,,,
,34,-30,-12,-23,390,-158055,,,,,,,,,,,,8,,,,,
,283,-8,401,1135,2591,-298170,,,,,,,,,,,,-5,,,,,
,-355,32,1781,5233,8322,-101196,,,,,,,,,,,,,,,,,
,183,-35,478,1413,1728,235470,,,,,,,,,,,,-4,,,,,
,1356,1,33,129,-266,329624,,,,,,,,,,,,4,,,,,
,-1227,,-458,-1304,-1688,264799,,,,,,,,,,,,-1,,,,,
,-440,-3,-1822,-5371,-7974,-104830,,,,,,,,,,,,1,,,,,
,39,3,-470,-1336,-2363,-318577,,,,,,,,,,,,4,,,,,
,401,-19,10,8,-477,-192960,,,,,,,,,,,,,,,,,
,-74,-14,498,1136,1421,-102463,,,,,,,,,,,,-3,,,,,
,-74,14,1801,5862,10112,94818,,,,,,,,,,,,-6,,,,,
,-438,5,410,660,1459,114609,,,,,,,,,,,,4,,,,,
,389,-17,-21,204,223,98580,,,,,,,,,,,,3,,,,,
,-455,10,-441,-1230,-2506,220730,,,,,,,,,,,,7,,,,,
,560,-10,-1759,-5122,-8727,99991,,,,,,,,,,,,-7,,,,,
,-560,-2,-445,-1402,-1925,-129596,,,,,,,,,,,,-14,,,,,
,1194,3,-29,-128,521,-308444,,,,,,,,,,,,2,,,,,
,-980,-20,413,1252,2043,-318170,,,,,,,,,,,,13,,,,,
,193,,1817,5248,8030,28731,,,,,,,,,,,,-1,,,,,
,302,-1,505,1538,1904,312299,,,,,,,,,,,,-9,,,,,
,-190,5,-2,-48,283,297670,,,,,,,,,,,,2,,,,,
,213,-15,-488,-1387,-1576,113394,,,,,,,,,,,,5,,,,,
,-599,11,-1822,-5219,-8538,-128377,,,,,,,,,,,,-8,,,,,
,-40,-11,-430,-1372,-2665,-189362,,,,,,,,,,,,2,,,,,
,415,-23,19,96,-310,-115040,,,,,,,,,,,,2,,,,,
,-365,23,463,1232,2382,-119796,,,,,,,,,,,,-6,,,,,
,940,-31,1773,5150,9057,-71092,,,,,,,,,,,,,,,,,
,-529,10,423,1390,2105,83142,,,,,,,,,,,,11,,,,,
,51,-11,12,22,-441,232168,,,,,,,,,,,,-4,,,,,
,-51,2,-428,-1156,-2401,301948,,,,,,,,,,,,,,,,,
,426,,-1776,-5258,-8178,74430,,,,,,,,,,,,5,,,,,
,-272,-1,-472,-1497,-1717,-280421,,,,,,,,,,,,-3,,,,,
,-249,9,-24,34,-11,-345496,,,,,,,,,,,,-7,,,,,
,1931,-9,456,1212,1624,-189308,,,,,,,,,,,,2,,,,,
,-1487,-20,1829,5290,8057,110279,,,,,,,,,,,,3,,,,,
,-474,20,463,1396,2390,276741,,,,,,,,,,,,2,,,,,
,-121,-32,-37,263,1337,174145,,,,,,,,,,,,,,,,,
,1629,12,-491,-1731,-3007,66489,,,,,,,,,,,,,,,,,
,-1132,-10,-1775,-5076,-8632,-6297,,,,,,,,,,,,1,,,,,
,-465,11,-403,-1255,-2568,-105548,,,,,,,,,,,,,,,,,
,-547,,20,-9,182,-133656,,,,,,,,,,,,-2,,,,,
,-26,-11,413,1122,2715,-265348,,,,,,,,,,,,5,,,,,
,425,-21,1765,5244,8486,-122030,,,,,,,,,,,,-3,,,,,
,-205,23,464,1411,1739,204060,,,,,,,,,,,,-10,,,,,
,-139,-1,21,109,-327,319476,,,,,,,,,,,,9,,,,,
,-21,-32,-424,-1246,-1858,289249,,,,,,,,,,,,-2,,,,,
,3899,-2,-1818,-5361,-7880,-68048,,,,,,,,,,,,,,,,,
,-3732,1,-483,-1374,-2205,-335522,,,,,,,,,,,,3,,,,,
,784,12,5,-9,-487,-223091,,,,,,,,,,,,13,,,,,
,-977,,489,1333,1744,-101065,,,,,,,,,,,,-3,,,,,
,803,1,1809,5269,8703,102143,,,,,,,,,,,,-11,,,,,
,22,-32,425,1288,2797,150957,,,,,,,,,,,,4,,,,,
,-640,19,-31,-26,5,88658,,,,,,,,,,,,2,,,,,
,295,2,-454,-1247,-2518,190270,,,,,,,,,,,,4,,,,,
,-414,-32,-1755,-5146,-8836,88070,,,,,,,,,,,,-9,,,,,
,1591,-1,-422,-1345,-2081,-110124,,,,,,,,,,,,-5,,,,,
,-1430,14,-49,-122,613,-270548,,,,,,,,,,,,5,,,,,
,144,-2,416,1240,2169,-331950,,,,,,,,,,,,-4,,,,,
,-171,-12,1802,5227,8029,-3442,,,,,,,,,,,,4,,,,,
,145,2,492,1517,1849,299237,,,,,,,,,,,,,,,,,
,115,-1,24,-232,-294,308844,,,,,,,,,,,,-2,,,,,
,-310,1,-483,-724,-253,158016,,,,,,,,,,,,4,,,,,
,796,-1,-1831,-5827,-9528,-127266,,,,,,,,,,,,4,,,,,
,-339,-1,-426,-1226,-2418,-232680,,,,,,,,,,,,-12,,,,,
,128,-19,17,105,-331,-129622,,,,,,,,,,,,-4,,,,,
,-233,2,479,1291,2229,-96405,,,,,,,,,,,,5,,,,,
,208,-2,1770,5111,9105,-30749,,,,,,,,,,,,,,,,,
,-642,-11,418,1361,2276,69254,,,,,,,,,,,,-9,,,,,
,670,14,-7,15,-437,196305,,,,,,,,,,,,1,,,,,
,-572,-4,-422,-1156,-2424,287485,,,,,,,,,,,,11,,,,,
,505,-30,-1779,-5217,-8409,97835,,,,,,,,,,,,2,,,,,
,25,22,-467,-1494,-1658,-240959,,,,,,,,,,,,4,,,,,
,-41,-2,-29,-2,172,-356921,,,,,,,,,,,,1,,,,,
,-154,-31,459,1241,1670,-224852,,,,,,,,,,,,-1,,,,,
,-426,12,1832,5345,8111,96157,,,,,,,,,,,,8,,,,,
,-69,-12,470,1412,2202,309615,,,,,,,,,,,,-13,,,,,
,691,1,-32,-93,655,189267,,,,,,,,,,,,-1,,,,,
,75,12,-481,-1302,-1931,62683,,,,,,,,,,,,8,,,,,
,887,-1,-1784,-5212,-8867,-37611,,,,,,,,,,,,-9,,,,,
,-1363,-12,-420,-1296,-2659,-119830,,,,,,,,,,,,6,,,,,
,186,-21,20,22,52,-115901,,,,,,,,,,,,-4,,,,,
,-168,23,433,1146,2719,-224550,,,,,,,,,,,,-6,,,,,
,192,-21,1754,5196,8648,-129306,,,,,,,,,,,,,,,,,
,-394,-14,445,1419,1780,168997,,,,,,,,,,,,7,,,,,
,1135,3,41,81,-412,303798,,,,,,,,,,,,4,,,,,
,213,11,-431,-1251,-2068,304938,,,,,,,,,,,,-12,,,,,
,-1257,-13,-1815,-5472,-8161,-42085,,,,,,,,,,,,-1,,,,,
,756,3,-485,-863,-981,-319600,,,,,,,,,,,,,,,,,
,-855,8,-4,-580,-1532,-260519,,,,,,,,,,,,4,,,,,
,628,-10,488,1520,2077,-122196,,,,,,,,,,,,10,,,,,
,-744,-19,1821,5298,8503,118481,,,,,,,,,,,,-5,,,,,
,522,1,438,1292,2754,192023,,,,,,,,,,,,-1,,,,,
,141,-14,-32,-32,239,85279,,,,,,,,,,,,2,,,,,
,-420,27,-473,-1255,-2472,154959,,,,,,,,,,,,1,,,,,
,14,-24,-1757,-5123,-8837,72303,,,,,,,,,,,,3,,,,,
,109,10,-406,-1356,-2295,-95140,,,,,,,,,,,,-6,,,,,
,38,1,-32,-108,546,-230533,,,,,,,,,,,,1,,,,,
,187,-11,415,1209,2357,-333617,,,,,,,,,,,,-9,,,,,
,716,-1,1774,5243,8149,-40690,,,,,,,,,,,,5,,,,,
,808,-18,470,1501,1801,282363,,,,,,,,,,,,-5,,,,,
,-1874,18,43,27,-106,330543,,,,,,,,,,,,6,,,,,
,-21,-31,-456,-1355,-1453,194487,,,,,,,,,,,,-2,,,,,
,-242,1,-1826,-5280,-8210,-142358,,,,,,,,,,,,2,,,,,
,34,,-455,-1367,-2619,-259750,,,,,,,,,,,,,,,,,
,87,1,30,64,-439,-147200,,,,,,,,,,,,4,,,,,
,-170,12,475,1307,2071,-85890,,,,,,,,,,,,-2,,,,,
,96,-13,1777,5120,9053,8913,,,,,,,,,,,,-7,,,,,
,1893,,415,1362,2468,70056,,,,,,,,,,,,8,,,,,
,1314,-11,-6,22,-368,162924,,,,,,,,,,,,-12,,,,,
,-2097,-1,-432,-1246,-2576,268330,,,,,,,,,,,,3,,,,,
,-1200,-10,-1758,-5050,-8323,106125,,,,,,,,,,,,2,,,,,
,436,10,-462,-1605,-1962,-199248,,,,,,,,,,,,10,,,,,
,-339,11,-39,-127,134,-368581,,,,,,,,,,,,1,,,,,
,266,,447,1772,2795,-235687,,,,,,,,,,,,-10,,,,,
,-366,-10,1823,4726,6985,74688,,,,,,,,,,,,-2,,,,,
,472,-20,481,1669,2436,312187,,,,,,,,,,,,11,,,,,
,-90,17,-21,-113,542,229750,,,,,,,,,,,,2,,,,,
,-7,-15,-498,-1300,-1741,66857,,,,,,,,,,,,-1,,,,,
,-7,-23,-1805,-5205,-8804,-71604,,,,,,,,,,,,-1,,,,,
,521,23,-406,-1325,-2671,-139096,,,,,,,,,,,,-1,,,,,
,-487,-11,28,72,-108,-106091,,,,,,,,,,,,-1,,,,,
,-77,11,444,1146,2663,-181765,,,,,,,,,,,,4,,,,,
,292,,1756,5167,8808,-122743,,,,,,,,,,,,,,,,,
,12,-28,431,1421,1859,134352,,,,,,,,,,,,1,,,,,
,-44,-19,18,44,-444,283624,,,,,,,,,,,,3,,,,,
,155,,-425,-1162,-2170,312846,,,,,,,,,,,,-4,,,,,
,-235,20,-1801,-5357,-7958,15250,,,,,,,,,,,,-10,,,,,
,-144,-19,-483,-1437,-1872,-332996,,,,,,,,,,,,20,,,,,
,485,-14,-12,33,-302,-294085,,,,,,,,,,,,-18,,,,,
,-229,17,497,1281,1639,-136412,,,,,,,,,,,,-3,,,,,
,-106,-13,1829,5351,8373,121808,,,,,,,,,,,,8,,,,,
,-711,9,434,1288,2678,231927,,,,,,,,,,,,-8,,,,,
,473,,-43,-66,389,94649,,,,,,,,,,,,5,,,,,
